REGULATING_AGENCY,WATER_SYSTEM_NUMBER,WATER_SYSTEM_NAME,CLASSIFICATION,POPULATION,SERVICE_CONNECTIONS,COUNTY,CITY,ZIPCODE,VIOLATION_NUMBER,VIOLATION_TYPE_NAME,ANALYTE_NAME,RESULT,MCL,VIOL_BEGIN_DATE,VIOL_END_DATE,ENF_ACTION_NUMBER,ENF_ACTION_ISSUE_DATE,ENF_ACTION_TYPE_ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900010,"MCL,  AVERAGE",COMBINED URANIUM,42.4 PCI/L,20 PCI/L,7/1/14,9/30/14,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900011,"MCL,  AVERAGE",COMBINED URANIUM,31.7 PCI/L,20 PCI/L,10/1/14,12/31/14,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900012,"MCL,  AVERAGE",COMBINED URANIUM,35.9 PCI/L,20 PCI/L,1/1/15,3/31/15,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900015,"MCL,  AVERAGE",COMBINED URANIUM,32.5 PCI/L,20 PCI/L,4/1/15,6/30/15,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900016,"MCL,  AVERAGE",COMBINED URANIUM,29.7 PCI/L,20 PCI/L,7/1/15,9/30/15,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900017,"MCL,  AVERAGE",COMBINED URANIUM,33.2 PCI/L,20 PCI/L,10/1/15,12/31/15,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900018,"MCL,  AVERAGE",COMBINED URANIUM,33.4 PCI/L,20 PCI/L,1/1/16,3/31/16,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900019,"MCL,  AVERAGE",COMBINED URANIUM,31.6 PCI/L,20 PCI/L,4/1/16,6/30/16,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900020,"MCL,  AVERAGE",COMBINED URANIUM,31.4 PCI/L,20 PCI/L,7/1/16,9/30/16,1212982,11/18/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900021,"MCL, SINGLE SAMPLE",NITRATE,12.1 MG/L,10 MG/L,7/1/17,9/30/17,9900283,11/16/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900022,"MCL,  AVERAGE",COMBINED URANIUM,32.4 PCI/L,20 PCI/L,7/1/17,9/30/17,9900283,11/16/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900023,"MCL,  AVERAGE",COMBINED URANIUM,31 PCI/L,20 PCI/L,10/1/17,12/31/17,9900283,11/16/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900024,"MCL,  AVERAGE",COMBINED URANIUM,41 PCI/L,20 PCI/L,1/1/18,3/31/18,9900283,11/16/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900025,"MCL,  AVERAGE",COMBINED URANIUM,45 PCI/L,20 PCI/L,4/1/18,6/30/18,9900283,11/16/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400665,DEL ORO RIVER ISLAND SERV TERR #1,COMMUNITY,1594,442,TULARE,PORTERVILLE,93257,9900026,"MCL,  AVERAGE",COMBINED URANIUM,45 PCI/L,20 PCI/L,7/1/18,9/30/18,9900283,11/16/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900003,"MCL, SINGLE SAMPLE",NITRATE,48.6 MG/L,45 MG/L,1/1/15,3/31/15,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900004,"MCL, SINGLE SAMPLE",NITRATE,47.8 MG/L,45 MG/L,4/1/15,6/30/15,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900005,"MCL, SINGLE SAMPLE",NITRATE,49.1 MG/L,45 MG/L,7/1/15,9/30/15,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900006,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,10.9 MG/L,10 MG/L,10/1/15,12/31/15,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900007,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12 MG/L,10 MG/L,4/1/16,6/30/16,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900008,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,11 MG/L,10 MG/L,10/1/16,12/31/16,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900009,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,10.6 MG/L,10 MG/L,1/1/17,3/31/17,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900010,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,10.9 MG/L,10 MG/L,7/1/17,9/30/17,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900011,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,11.5 MG/L,10 MG/L,10/1/17,12/31/17,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900012,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,10.7 MG/L,10 MG/L,1/1/18,3/31/18,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900013,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12.3 MG/L,10 MG/L,4/1/18,6/30/18,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900014,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,12.9 MG/L,10 MG/L,7/1/18,9/30/18,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400666,DEL ORO GRANDVIEW GARDENS DISTRICT,COMMUNITY,347,104,TULARE,PORTERVILLE,93257,9900015,"MCL, SINGLE SAMPLE",NITRATE,11.2 MG/L,10 MG/L,10/1/18,12/31/18,9900304,4/22/15,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1300078,"MCL, SINGLE SAMPLE",NITRATE,60 MG/L,45 MG/L,1/1/13,3/31/13,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1300078,"MCL, SINGLE SAMPLE",NITRATE,60 MG/L,45 MG/L,1/1/13,3/31/13,1204011,10/25/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1300079,"MCL, SINGLE SAMPLE",NITRATE,57 MG/L,45 MG/L,4/1/13,6/30/13,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1300079,"MCL, SINGLE SAMPLE",NITRATE,57 MG/L,45 MG/L,4/1/13,6/30/13,1204011,10/25/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1300080,"MCL, SINGLE SAMPLE",NITRATE,60 MG/L,45 MG/L,7/1/13,9/30/13,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1300080,"MCL, SINGLE SAMPLE",NITRATE,60 MG/L,45 MG/L,7/1/13,9/30/13,1204011,10/25/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400081,"MCL, SINGLE SAMPLE",NITRATE,59 MG/L,45 MG/L,10/1/13,12/31/13,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400081,"MCL, SINGLE SAMPLE",NITRATE,59 MG/L,45 MG/L,10/1/13,12/31/13,1204011,10/25/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400082,"MCL, SINGLE SAMPLE",NITRATE,56 MG/L,45 MG/L,1/1/14,3/31/14,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400082,"MCL, SINGLE SAMPLE",NITRATE,56 MG/L,45 MG/L,1/1/14,3/31/14,1204011,10/25/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400085,"MCL,  AVERAGE",ARSENIC,0.019 MG/L,0.010 MG/L,1/1/16,3/31/16,1204014,5/31/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400086,"MCL,  AVERAGE",ARSENIC,0.0137 MG/L,0.010 MG/L,4/1/16,6/30/16,1204014,5/31/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400087,"MCL,  AVERAGE",ARSENIC,0.0147 MG/L,0.010 MG/L,7/1/16,9/30/16,1204014,5/31/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400088,"MCL,  AVERAGE",ARSENIC,0.01565 MG/L,0.010 MG/L,10/1/16,12/31/16,1204014,5/31/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400090,"MCL,  AVERAGE",ARSENIC,0.01475 MG/L,0.010 MG/L,1/1/17,3/31/17,1204014,5/31/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400091,"MCL, SINGLE SAMPLE",NITRATE,13.5 MG/L,10 MG/L,4/1/17,6/30/17,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400092,"MCL, SINGLE SAMPLE",NITRATE,14.43 MG/L,10 MG/L,7/1/17,9/30/17,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400093,"MCL, SINGLE SAMPLE",NITRATE,12.775 MG/L,10 MG/L,10/1/17,12/31/17,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400094,"MCL, SINGLE SAMPLE",NITRATE,12.68 MG/L,10 MG/L,1/1/18,3/31/18,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400095,"MCL, SINGLE SAMPLE",NITRATE,14.6 MG/L,10 MG/L,4/1/18,6/30/18,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400097,"MCL, SINGLE SAMPLE",NITRATE,15.5 MG/L,10 MG/L,7/1/18,9/30/18,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400098,"MCL, SINGLE SAMPLE",NITRATE,13.9 MG/L,10 MG/L,10/1/18,12/31/18,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400670,TRIPLE R MUTUAL WATER CO,COMMUNITY,406,154,TULARE,PORTERVILLE,93257,1400099,"MCL, SINGLE SAMPLE",NITRATE,14.2 MG/L,10 MG/L,1/1/19,3/31/19,1204019,7/5/17,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212011,"MCL,  AVERAGE",NITRATE,47.00000000 MG/L,45 MG/L,7/1/12,9/30/12,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212011,"MCL,  AVERAGE",NITRATE,47.00000000 MG/L,45 MG/L,7/1/12,9/30/12,1103985,5/24/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212012,"MCL, SINGLE SAMPLE",NITRATE,60.0 MG/L,45 MG/L,10/1/12,12/31/12,1103985,5/24/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212012,"MCL, SINGLE SAMPLE",NITRATE,60.0 MG/L,45 MG/L,10/1/12,12/31/12,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212013,"MCL, SINGLE SAMPLE",NITRATE,54.0 MG/L,45 MG/L,1/1/13,3/31/13,1103985,5/24/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212013,"MCL, SINGLE SAMPLE",NITRATE,54.0 MG/L,45 MG/L,1/1/13,3/31/13,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212014,"MCL, SINGLE SAMPLE",NITRATE,49 MG/L,45 MG/L,4/1/13,6/30/13,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212014,"MCL, SINGLE SAMPLE",NITRATE,49 MG/L,45 MG/L,4/1/13,6/30/13,1103985,5/24/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212015,"MCL, SINGLE SAMPLE",NITRATE,62 MG/L,45 MG/L,1/1/14,3/31/14,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212016,"MCL, SINGLE SAMPLE",NITRATE,59.0 MG/L,45.0 MG/L,4/1/14,6/30/14,1103985,5/24/11,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212018,"MCL, SINGLE SAMPLE",NITRATE,56 MG/L,45 MG/L,7/1/14,9/30/14,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212019,"MCL, SINGLE SAMPLE",NITRATE,57 MG/L,45 MG/L,1/1/15,3/31/15,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212021,"MCL, SINGLE SAMPLE",NITRATE-NITRITE,14 MG/L,10 MG/L,10/1/16,12/31/16,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 12 - VISALIA,CA5400682,PLAINVIEW MWC - CENTRAL WATER,COMMUNITY,138,42,TULARE,PLAINVIEW,93267,1212027,"MCL, SINGLE SAMPLE",NITRATE,11 MG/L,10 MG/L,10/1/18,12/31/18,1103987,3/21/14,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1300028,"MCL, SINGLE SAMPLE",NITRATE,54.5 MG/L,45 MG/L,1/1/13,3/31/13,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1300028,"MCL, SINGLE SAMPLE",NITRATE,54.5 MG/L,45 MG/L,1/1/13,3/31/13,1003558,9/14/10,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1300030,"MCL, SINGLE SAMPLE",NITRATE,54.5 MG/L,45 MG/L,4/1/13,6/30/13,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1300030,"MCL, SINGLE SAMPLE",NITRATE,54.5 MG/L,45 MG/L,4/1/13,6/30/13,1003558,9/14/10,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1300031,"MCL, SINGLE SAMPLE",NITRATE,54.5 MG/L,45 MG/L,7/1/13,9/30/13,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1300031,"MCL, SINGLE SAMPLE",NITRATE,54.5 MG/L,45 MG/L,7/1/13,9/30/13,1003558,9/14/10,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400032,"MCL, SINGLE SAMPLE",NITRATE,57.8 MG/L,45 MG/L,10/1/13,12/31/13,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400032,"MCL, SINGLE SAMPLE",NITRATE,57.8 MG/L,45 MG/L,10/1/13,12/31/13,1003558,9/14/10,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400033,"MCL, SINGLE SAMPLE",NITRATE,57.8 MG/L,45 MG/L,1/1/14,3/31/14,1003558,9/14/10,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400033,"MCL, SINGLE SAMPLE",NITRATE,57.8 MG/L,45 MG/L,1/1/14,3/31/14,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400036,"MCL, SINGLE SAMPLE",NITRATE,13.7 MG/L,10 MG/L,1/1/16,3/31/16,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400037,"MCL, SINGLE SAMPLE",NITRATE,13.8 MG/L,10 MG/L,4/1/16,6/30/16,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400038,"MCL, SINGLE SAMPLE",NITRATE,14.25 MG/L,10 MG/L,7/1/16,9/30/16,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400039,"MCL, SINGLE SAMPLE",NITRATE,13.85 MG/L,10 MG/L,10/1/16,12/31/16,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400040,"MCL, SINGLE SAMPLE",NITRATE,15 MG/L,10 MG/L,1/1/17,3/31/17,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400042,"MCL, SINGLE SAMPLE",NITRATE,13.65 MG/L,10 MG/L,4/1/17,6/30/17,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400044,"MCL, SINGLE SAMPLE",NITRATE,13.6 MG/L,10 MG/L,7/1/17,9/30/17,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400045,"MCL, SINGLE SAMPLE",NITRATE,13.2 MG/L,10 MG/L,10/1/17,12/31/17,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
DISTRICT 24 - TULARE,CA5400709,SEQUOIA UNION SCHOOL,NON-TRANSIENT NON-COMMUNITY,400,26,TULARE,LEMON COVE,93244,1400046,"MCL, SINGLE SAMPLE",NITRATE,12.1 MG/L,10 MG/L,1/1/18,3/31/18,1404725,5/9/16,FORMAL ENFORCEMENT ACTION ISSUED
